Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
39,1,Travel_Frequently,203,Research & Development,2,3,Life Sciences,1,Male,84,3,4,Healthcare Representative,4,Divorced,12169.0,13547,7.0,No,11,4,3,21.0,4,3,18.0,7.0,7.5,5.0
34,0,Non-Travel,697,Research & Development,3,4,Life Sciences,3,Male,40,2,1,Research Scientist,4,Married,2979.0,22478,3.0,No,17,4,3,6.0,2,3,0.0,0.0,0.0,0.0
41,0,Travel_Rarely,1411,Research & Development,19,2,Life Sciences,3,Male,36,3,2,Research Scientist,1,Divorced,3072.0,19877,2.0,No,16,1,2,17.0,2,2,1.0,0.0,0.0,0.0
26,1,Travel_Rarely,471,Research & Development,24,3,Technical Degree,3,Male,66,1,1,Laboratory Technician,4,Single,2340.0,23213,1.0,Yes,18,2,0,1.0,3,1,1.0,0.0,0.0,0.0
42,0,Travel_Frequently,1271,Research & Development,2,1,Medical,2,Male,35,3,1,Research Scientist,4,Single,2515.0,9068,5.0,Yes,14,4,0,8.0,2,3,2.0,1.0,2.0,2.0
41,0,Travel_Rarely,314,Human Resources,1,3,Human Resources,4,Male,59,2,5,Manager,3,Married,17490.875,19562,1.0,No,12,2,1,22.0,3,3,18.0,7.0,2.0,10.0
30,0,Travel_Rarely,1358,Sales,16,1,Life Sciences,4,Male,96,3,2,Sales Executive,3,Married,5301.0,2939,8.0,No,15,3,2,4.0,2,2,2.0,1.0,2.0,2.0
30,0,Non-Travel,111,Research & Development,9,3,Medical,3,Male,66,3,2,Laboratory Technician,1,Divorced,3072.0,11012,1.0,No,11,3,2,12.0,4,3,12.0,9.0,6.0,10.0
19,1,Travel_Rarely,419,Sales,21,3,Other,4,Male,37,2,1,Sales Representative,2,Single,2121.0,9947,1.0,Yes,13,2,0,1.0,3,4,1.0,0.0,0.0,0.0
27,0,Travel_Rarely,618,Research & Development,4,3,Life Sciences,2,Female,76,3,1,Research Scientist,3,Single,2318.0,17808,1.0,No,19,3,0,1.0,2,3,1.0,1.0,0.0,0.0
38,0,Travel_Rarely,119,Sales,3,3,Life Sciences,1,Male,76,3,3,Sales Executive,3,Divorced,10609.0,9647,0.0,No,12,3,2,17.0,6,2,16.0,10.0,5.0,13.0
36,0,Non-Travel,1229,Sales,8,4,Technical Degree,1,Male,84,3,2,Sales Executive,4,Divorced,5079.0,25952,4.0,No,13,4,2,12.0,3,3,7.0,7.0,0.0,7.0
32,1,Travel_Rarely,1033,Research & Development,9,3,Medical,1,Female,41,3,1,Laboratory Technician,1,Single,4200.0,10224,7.0,No,22,1,0,10.0,2,4,5.0,4.0,0.0,4.0
39,0,Travel_Rarely,1329,Sales,4,4,Life Sciences,4,Female,47,2,2,Sales Executive,3,Married,5902.0,14590,4.0,No,14,3,1,17.0,1,4,15.0,11.0,5.0,9.0
33,1,Travel_Frequently,1076,Research & Development,3,3,Life Sciences,1,Male,70,3,1,Research Scientist,1,Single,3348.0,3164,1.0,Yes,11,1,0,10.0,3,3,10.0,8.0,7.5,7.0
46,0,Travel_Rarely,1485,Research & Development,18,3,Medical,3,Female,87,3,2,Manufacturing Director,3,Divorced,4810.0,26314,2.0,No,14,3,1,19.0,5,2,10.0,7.0,0.0,8.0
46,0,Travel_Rarely,1125,Sales,10,3,Marketing,3,Female,94,2,3,Sales Executive,4,Married,9071.0,11563,2.0,Yes,19,3,1,15.0,3,3,3.0,2.0,1.0,2.0
41,0,Travel_Rarely,263,Research & Development,6,3,Medical,4,Male,59,3,1,Laboratory Technician,1,Single,4721.0,3119,2.0,Yes,13,3,0,20.0,3,3,18.0,13.0,2.0,14.5
39,0,Travel_Rarely,141,Human Resources,3,3,Human Resources,3,Female,44,4,2,Human Resources,2,Married,6389.0,18767,8.5,No,15,3,1,12.0,3,1,8.0,3.0,3.0,6.0
34,1,Non-Travel,1362,Sales,19,3,Marketing,1,Male,67,4,2,Sales Executive,4,Single,5304.0,4652,8.0,Yes,13,2,0,9.0,3,2,5.0,2.0,0.0,4.0
34,0,Travel_Rarely,419,Research & Development,7,4,Life Sciences,1,Female,53,3,3,Research Director,2,Single,11994.0,21293,0.0,No,11,3,0,13.0,4,3,12.0,6.0,2.0,11.0
29,0,Travel_Rarely,144,Sales,10,1,Marketing,4,Female,39,2,2,Sales Executive,2,Divorced,8268.0,11866,1.0,Yes,14,1,2,7.0,2,3,7.0,7.0,1.0,7.0
37,0,Travel_Rarely,290,Research & Development,21,3,Life Sciences,2,Male,65,4,1,Research Scientist,1,Married,3564.0,22977,1.0,Yes,12,1,1,8.0,3,2,8.0,7.0,1.0,7.0
35,0,Travel_Rarely,1229,Research & Development,8,1,Life Sciences,4,Male,36,4,1,Laboratory Technician,4,Married,2269.0,4892,1.0,No,19,4,0,1.0,2,3,1.0,0.0,0.0,1.0
46,0,Travel_Rarely,644,Research & Development,1,4,Medical,4,Male,97,3,3,Healthcare Representative,1,Divorced,9396.0,12368,7.0,No,16,3,1,17.0,3,3,4.0,2.0,0.0,3.0
47,1,Travel_Frequently,719,Sales,27,2,Life Sciences,2,Female,77,4,2,Sales Executive,3,Single,6397.0,10339,4.0,Yes,12,4,0,8.0,2,3,5.0,4.0,1.0,3.0
30,0,Travel_Frequently,1012,Research & Development,5,4,Life Sciences,2,Male,75,2,1,Research Scientist,4,Divorced,3761.0,2373,8.5,No,12,2,1,10.0,3,2,5.0,4.0,0.0,3.0
29,0,Travel_Rarely,1107,Research & Development,28,4,Life Sciences,3,Female,93,3,1,Research Scientist,4,Divorced,2514.0,26968,4.0,No,22,1,1,11.0,1,3,7.0,5.0,1.0,7.0
50,0,Travel_Rarely,1207,Research & Development,28,1,Medical,4,Male,74,4,1,Laboratory Technician,3,Married,3221.0,3297,1.0,Yes,11,3,3,20.0,3,3,18.0,8.0,3.0,8.0
34,0,Travel_Rarely,1400,Sales,9,1,Life Sciences,2,Female,70,3,2,Sales Executive,3,Married,5714.0,5829,1.0,No,20,1,0,6.0,3,2,6.0,5.0,1.0,3.0
31,1,Travel_Rarely,330,Research & Development,22,4,Medical,4,Male,98,3,2,Manufacturing Director,3,Married,6179.0,21057,1.0,Yes,15,4,2,10.0,3,2,10.0,2.0,6.0,7.0
48,0,Travel_Rarely,277,Research & Development,6,3,Life Sciences,1,Male,97,2,2,Healthcare Representative,3,Single,4240.0,13119,2.0,No,13,4,0,19.0,0,3,2.0,2.0,2.0,2.0
43,0,Travel_Rarely,1473,Research & Development,8,4,Other,3,Female,74,3,2,Healthcare Representative,3,Divorced,4522.0,2227,4.0,Yes,14,4,0,8.0,3,3,5.0,2.0,0.0,2.0
34,0,Travel_Rarely,258,Sales,21,4,Life Sciences,4,Male,74,4,2,Sales Executive,4,Single,5337.0,19921,1.0,No,12,4,0,10.0,3,3,10.0,7.0,5.0,7.0
60,0,Travel_Rarely,696,Sales,7,4,Marketing,2,Male,52,4,2,Sales Executive,4,Divorced,5220.0,10893,0.0,Yes,18,2,1,12.0,3,3,11.0,7.0,1.0,9.0
52,0,Travel_Rarely,258,Research & Development,8,4,Other,3,Female,54,3,1,Laboratory Technician,1,Married,2950.0,17363,8.5,No,13,3,0,12.0,2,1,5.0,4.0,0.0,4.0
25,0,Travel_Rarely,1280,Research & Development,7,1,Medical,4,Male,64,2,1,Research Scientist,4,Married,2889.0,26897,1.0,No,11,3,2,2.0,2,3,2.0,2.0,2.0,1.0
46,0,Travel_Rarely,705,Sales,2,4,Marketing,2,Female,83,3,5,Manager,1,Single,17490.875,22822,3.0,No,12,4,0,22.0,2,2,2.0,2.0,2.0,1.0
29,0,Travel_Rarely,1010,Research & Development,1,3,Life Sciences,1,Female,97,3,1,Research Scientist,4,Divorced,3760.0,5598,1.0,No,15,1,3,3.0,5,3,3.0,2.0,1.0,2.0
41,1,Travel_Frequently,143,Sales,4,3,Marketing,1,Male,56,3,2,Sales Executive,2,Single,9355.0,9558,1.0,No,18,3,0,8.0,5,3,8.0,7.0,7.0,7.0
45,0,Travel_Rarely,192,Research & Development,10,2,Life Sciences,1,Male,69,3,1,Research Scientist,4,Married,2654.0,9655,3.0,No,21,4,2,8.0,3,2,2.0,2.0,0.0,2.0
30,0,Travel_Rarely,855,Sales,7,4,Marketing,4,Female,73,3,2,Sales Executive,1,Divorced,4779.0,12761,7.0,No,14,2,2,8.0,3,3,3.0,2.0,0.0,2.0
33,0,Travel_Frequently,1146,Sales,25,3,Medical,2,Female,82,3,2,Sales Executive,3,Married,4539.0,4905,1.0,No,12,1,1,10.0,3,2,10.0,7.0,0.0,1.0
33,0,Travel_Rarely,147,Human Resources,2,3,Human Resources,2,Male,99,3,1,Human Resources,3,Married,3600.0,8429,1.0,No,13,4,1,5.0,2,3,5.0,4.0,1.0,4.0
42,0,Travel_Frequently,748,Research & Development,9,2,Medical,1,Female,74,3,1,Laboratory Technician,4,Single,3673.0,16458,1.0,No,13,3,0,12.0,3,3,12.0,9.0,5.0,8.0
43,0,Travel_Rarely,531,Sales,4,4,Marketing,4,Female,56,2,3,Sales Executive,4,Single,10231.0,20364,3.0,No,14,4,0,23.0,3,4,18.0,7.0,7.5,14.5
39,0,Travel_Rarely,466,Research & Development,1,1,Life Sciences,4,Female,65,2,4,Manufacturing Director,4,Married,12742.0,7060,1.0,No,16,3,1,21.0,3,3,18.0,6.0,7.5,8.0
39,0,Travel_Rarely,1431,Research & Development,1,4,Medical,3,Female,96,3,1,Laboratory Technician,3,Divorced,2232.0,15417,7.0,No,14,3,3,7.0,1,3,3.0,2.0,1.0,2.0
35,0,Non-Travel,1212,Sales,8,2,Marketing,3,Female,78,2,3,Sales Executive,4,Married,10377.0,13755,4.0,Yes,11,2,1,16.0,6,2,13.0,2.0,4.0,12.0
26,1,Travel_Rarely,1449,Research & Development,16,4,Medical,1,Male,45,3,1,Laboratory Technician,2,Divorced,2373.0,14180,2.0,Yes,13,4,1,5.0,2,3,3.0,2.0,0.0,2.0
51,0,Travel_Rarely,1178,Sales,14,2,Life Sciences,3,Female,87,3,2,Sales Executive,4,Married,4936.0,14862,4.0,No,11,3,1,18.0,2,2,7.0,7.0,0.0,7.0
40,0,Travel_Rarely,1202,Research & Development,2,1,Medical,2,Female,89,4,2,Healthcare Representative,3,Divorced,6377.0,13888,5.0,No,20,2,3,15.0,0,3,12.0,11.0,7.5,8.0
32,0,Travel_Rarely,604,Sales,8,3,Medical,3,Male,56,4,2,Sales Executive,4,Married,6209.0,11693,1.0,No,15,3,2,10.0,4,4,10.0,7.0,0.0,8.0
28,0,Travel_Rarely,995,Research & Development,9,3,Medical,3,Female,77,3,1,Research Scientist,3,Divorced,2377.0,9834,5.0,No,18,2,1,6.0,2,3,2.0,2.0,2.0,2.0
40,0,Travel_Rarely,1398,Sales,2,4,Life Sciences,3,Female,79,3,5,Manager,3,Married,17490.875,13022,0.0,No,14,4,0,21.0,2,3,18.0,14.5,1.0,12.0
45,0,Travel_Frequently,1249,Research & Development,7,3,Life Sciences,1,Male,97,3,3,Laboratory Technician,1,Divorced,5210.0,20308,1.0,No,18,1,1,24.0,2,3,18.0,9.0,7.5,11.0
44,0,Travel_Rarely,1315,Research & Development,3,4,Other,4,Male,35,3,5,Manager,4,Married,17490.875,9358,4.0,Yes,12,1,1,26.0,2,4,2.0,2.0,0.0,1.0
50,0,Travel_Rarely,1322,Research & Development,28,3,Life Sciences,4,Female,43,3,4,Research Director,1,Married,16880.0,22422,4.0,Yes,11,2,0,25.0,2,3,3.0,2.0,1.0,2.0
45,0,Non-Travel,248,Research & Development,23,2,Life Sciences,4,Male,42,3,2,Laboratory Technician,1,Married,3633.0,14039,1.0,Yes,15,3,1,9.0,2,3,9.0,8.0,0.0,8.0
35,0,Travel_Frequently,853,Sales,18,5,Life Sciences,2,Male,71,3,3,Sales Executive,1,Married,9069.0,11031,1.0,No,22,4,1,9.0,3,2,9.0,8.0,1.0,8.0
48,0,Travel_Rarely,855,Research & Development,4,3,Life Sciences,4,Male,54,3,3,Manufacturing Director,4,Single,7898.0,18706,1.0,No,11,3,0,11.0,2,3,10.0,9.0,0.0,8.0
40,0,Travel_Rarely,1300,Research & Development,24,2,Technical Degree,1,Male,62,3,2,Research Scientist,4,Divorced,3319.0,24447,1.0,No,17,1,2,9.0,3,3,9.0,8.0,4.0,7.0
42,0,Travel_Rarely,544,Human Resources,2,1,Technical Degree,3,Male,52,3,1,Human Resources,3,Divorced,2696.0,24017,0.0,Yes,11,3,1,4.0,5,3,3.0,2.0,1.0,0.0
21,0,Travel_Rarely,996,Research & Development,3,2,Medical,4,Male,100,2,1,Research Scientist,3,Single,3230.0,10531,1.0,No,17,1,0,3.0,4,4,3.0,2.0,1.0,0.0
38,0,Travel_Rarely,268,Research & Development,2,5,Medical,4,Male,92,3,1,Research Scientist,3,Married,3057.0,20471,6.0,Yes,13,2,1,6.0,0,1,1.0,0.0,0.0,1.0
35,0,Travel_Rarely,1142,Research & Development,23,4,Medical,3,Female,30,3,1,Laboratory Technician,1,Married,4014.0,16002,3.0,Yes,15,3,1,4.0,3,3,2.0,2.0,2.0,2.0
28,1,Travel_Rarely,1157,Research & Development,2,4,Medical,1,Male,84,1,1,Research Scientist,4,Married,3464.0,24737,5.0,Yes,13,4,0,5.0,4,2,3.0,2.0,2.0,2.0
53,0,Travel_Rarely,1376,Sales,2,2,Medical,3,Male,45,3,4,Manager,3,Divorced,14852.0,13938,6.0,No,13,3,1,22.0,3,4,17.0,13.0,7.5,2.0
35,0,Travel_Frequently,200,Research & Development,18,2,Life Sciences,3,Male,60,3,3,Manufacturing Director,4,Single,9362.0,19944,2.0,No,11,3,0,10.0,2,3,2.0,2.0,2.0,2.0
36,0,Travel_Frequently,1480,Research & Development,3,2,Medical,4,Male,30,3,1,Laboratory Technician,2,Single,2088.0,15062,4.0,No,12,3,0,13.0,3,2,8.0,7.0,7.0,2.0
36,0,Travel_Rarely,1223,Research & Development,8,3,Technical Degree,3,Female,59,3,3,Healthcare Representative,3,Divorced,10096.0,8202,1.0,No,13,2,3,17.0,2,3,17.0,14.0,7.5,8.0
59,0,Travel_Rarely,715,Research & Development,2,3,Life Sciences,3,Female,69,2,4,Manufacturing Director,4,Single,13726.0,21829,3.0,Yes,13,1,0,30.0,4,3,5.0,3.0,4.0,3.0
49,0,Travel_Rarely,174,Sales,8,4,Technical Degree,4,Male,56,2,4,Sales Executive,2,Married,13120.0,11879,6.0,No,17,2,1,22.0,3,3,9.0,8.0,2.0,3.0
36,0,Travel_Rarely,132,Research & Development,6,3,Life Sciences,2,Female,55,4,1,Laboratory Technician,4,Married,3038.0,22002,3.0,No,12,2,0,5.0,3,3,1.0,0.0,0.0,0.0
53,0,Travel_Rarely,970,Research & Development,7,3,Life Sciences,3,Male,59,4,4,Research Director,3,Married,14814.0,13514,3.0,No,19,3,0,31.0,3,3,5.0,1.0,1.0,3.0
53,0,Travel_Rarely,868,Sales,8,3,Marketing,1,Male,73,3,4,Sales Executive,4,Married,11836.0,22789,5.0,No,14,3,1,28.0,3,3,2.0,0.0,2.0,2.0
31,1,Travel_Frequently,1445,Research & Development,1,5,Life Sciences,3,Female,100,4,3,Manufacturing Director,2,Single,7446.0,8931,1.0,No,11,1,0,10.0,2,3,10.0,8.0,4.0,7.0
29,0,Travel_Rarely,1389,Research & Development,21,4,Life Sciences,2,Female,51,4,3,Manufacturing Director,1,Divorced,9980.0,10195,1.0,No,11,3,1,10.0,1,3,10.0,9.0,7.5,8.0
26,1,Travel_Frequently,342,Research & Development,2,3,Life Sciences,1,Male,57,3,1,Research Scientist,1,Married,2042.0,15346,6.0,Yes,14,2,1,6.0,2,3,3.0,2.0,1.0,2.0
20,1,Travel_Rarely,500,Sales,2,3,Medical,3,Female,49,2,1,Sales Representative,3,Single,2044.0,22052,1.0,No,13,4,0,2.0,3,2,2.0,2.0,0.0,2.0
31,0,Travel_Rarely,828,Sales,2,1,Life Sciences,2,Male,77,3,2,Sales Executive,4,Single,6582.0,8346,4.0,Yes,13,3,0,10.0,2,4,6.0,5.0,0.0,5.0
33,0,Travel_Rarely,1075,Human Resources,3,2,Human Resources,4,Male,57,3,1,Human Resources,2,Divorced,2277.0,22650,3.0,Yes,11,3,1,7.0,4,4,4.0,3.0,0.0,3.0
25,0,Travel_Rarely,949,Research & Development,1,3,Technical Degree,1,Male,81,3,1,Laboratory Technician,4,Married,3229.0,4910,4.0,No,11,2,1,7.0,2,2,3.0,2.0,0.0,2.0
34,0,Travel_Rarely,1442,Research & Development,9,3,Medical,4,Female,46,2,3,Healthcare Representative,2,Single,8621.0,17654,1.0,No,14,2,0,9.0,3,4,8.0,7.0,7.0,7.0
33,0,Travel_Frequently,515,Research & Development,1,2,Life Sciences,1,Female,98,3,3,Research Director,4,Single,13458.0,15146,1.0,Yes,12,3,0,15.0,1,3,15.0,14.0,7.5,12.0
45,0,Travel_Rarely,1448,Research & Development,29,3,Technical Degree,2,Male,55,3,3,Manufacturing Director,4,Married,9380.0,14720,4.0,Yes,18,4,2,10.0,4,4,3.0,1.0,1.0,2.0
40,0,Travel_Frequently,902,Research & Development,26,2,Medical,3,Female,92,2,2,Research Scientist,4,Married,4422.0,21203,3.0,Yes,13,4,1,16.0,3,1,1.0,1.0,0.0,0.0
22,0,Travel_Rarely,253,Research & Development,11,3,Medical,1,Female,43,3,1,Research Scientist,2,Married,2244.0,24440,1.0,No,13,4,1,2.0,1,3,2.0,1.0,1.0,2.0
38,1,Travel_Rarely,1180,Research & Development,29,1,Medical,2,Male,70,3,2,Healthcare Representative,1,Married,6673.0,11354,7.0,Yes,19,2,0,17.0,2,3,1.0,0.0,0.0,0.0
43,0,Travel_Rarely,782,Research & Development,6,4,Other,2,Male,50,2,4,Research Director,4,Divorced,16627.0,2671,4.0,Yes,14,3,1,21.0,3,2,1.0,0.0,0.0,0.0
48,0,Travel_Rarely,530,Sales,29,1,Medical,1,Female,91,3,3,Manager,3,Married,12504.0,23978,3.0,No,21,2,1,15.0,3,1,0.0,0.0,0.0,0.0
18,0,Non-Travel,287,Research & Development,5,2,Life Sciences,2,Male,73,3,1,Research Scientist,4,Single,1051.0,13493,1.0,No,15,4,0,0.0,2,3,0.0,0.0,0.0,0.0
35,0,Travel_Rarely,1296,Research & Development,5,4,Technical Degree,3,Male,62,3,3,Manufacturing Director,2,Single,8095.0,18264,0.0,No,13,4,0,17.0,5,3,16.0,6.0,0.0,13.0
28,0,Travel_Frequently,193,Research & Development,2,3,Life Sciences,4,Male,52,2,1,Laboratory Technician,4,Married,3867.0,14222,1.0,Yes,12,2,1,2.0,2,3,2.0,2.0,2.0,2.0
48,0,Travel_Rarely,1236,Research & Development,1,4,Life Sciences,4,Female,40,2,4,Manager,1,Married,15402.0,17997,7.0,No,11,1,1,21.0,3,1,3.0,2.0,0.0,2.0
40,0,Travel_Rarely,989,Research & Development,4,1,Medical,4,Female,46,3,5,Manager,3,Married,17490.875,6499,1.0,No,14,2,1,21.0,2,3,18.0,8.0,7.5,9.0
25,0,Travel_Rarely,141,Sales,3,1,Other,3,Male,98,3,2,Sales Executive,1,Married,4194.0,14363,1.0,Yes,18,4,0,5.0,3,3,5.0,3.0,0.0,3.0
29,1,Travel_Rarely,806,Research & Development,7,3,Technical Degree,2,Female,39,3,1,Laboratory Technician,3,Divorced,3339.0,17285,3.0,Yes,13,1,2,10.0,2,3,7.0,7.0,7.0,7.0
55,0,Travel_Frequently,1091,Research & Development,2,1,Life Sciences,4,Male,65,3,3,Manufacturing Director,2,Married,10976.0,15813,3.0,No,18,2,1,23.0,4,3,3.0,2.0,1.0,2.0
31,0,Travel_Rarely,1274,Research & Development,9,1,Life Sciences,3,Male,33,3,3,Manufacturing Director,2,Divorced,10648.0,14394,1.0,No,25,4,1,13.0,6,4,13.0,8.0,0.0,8.0
36,0,Travel_Rarely,216,Research & Development,6,2,Medical,2,Male,84,3,2,Manufacturing Director,2,Divorced,4941.0,2819,6.0,No,20,4,2,7.0,0,3,3.0,2.0,0.0,1.0
38,0,Travel_Rarely,1009,Sales,2,2,Life Sciences,2,Female,31,3,2,Sales Executive,1,Divorced,6893.0,19461,3.0,No,15,4,1,11.0,3,3,7.0,7.0,1.0,7.0
56,0,Travel_Rarely,713,Research & Development,8,3,Life Sciences,3,Female,67,3,1,Research Scientist,1,Divorced,4257.0,13939,4.0,Yes,18,3,1,19.0,3,3,2.0,2.0,2.0,2.0
59,0,Travel_Frequently,1225,Sales,1,1,Life Sciences,1,Female,57,2,2,Sales Executive,3,Single,5473.0,24668,7.0,No,11,4,0,20.0,2,2,4.0,3.0,1.0,3.0
27,0,Travel_Rarely,1220,Research & Development,5,3,Life Sciences,3,Female,85,3,1,Research Scientist,2,Single,2478.0,20938,1.0,Yes,12,2,0,4.0,2,2,4.0,3.0,1.0,2.0
35,0,Travel_Rarely,882,Sales,3,4,Life Sciences,4,Male,92,3,3,Sales Executive,4,Divorced,7823.0,6812,6.0,No,13,2,1,12.0,2,3,10.0,9.0,0.0,8.0
34,0,Travel_Rarely,546,Research & Development,10,3,Life Sciences,2,Male,83,3,1,Laboratory Technician,2,Divorced,2008.0,6896,1.0,No,14,2,2,1.0,3,3,1.0,0.0,1.0,0.0
42,0,Travel_Rarely,916,Research & Development,17,2,Life Sciences,4,Female,82,4,2,Research Scientist,1,Single,6545.0,23016,3.0,Yes,13,3,0,10.0,1,3,3.0,2.0,0.0,2.0
34,0,Travel_Rarely,1031,Research & Development,6,4,Life Sciences,3,Female,45,2,2,Research Scientist,2,Divorced,4505.0,15000,6.0,No,15,3,1,12.0,3,3,1.0,0.0,0.0,0.0
41,0,Travel_Rarely,645,Sales,1,3,Marketing,2,Male,49,4,3,Sales Executive,1,Married,8392.0,19566,1.0,No,16,3,1,10.0,2,3,10.0,7.0,0.0,7.0
26,1,Travel_Frequently,426,Human Resources,17,4,Life Sciences,2,Female,58,3,1,Human Resources,3,Divorced,2741.0,22808,0.0,Yes,11,2,1,8.0,2,2,7.0,7.0,1.0,0.0
31,1,Travel_Frequently,874,Research & Development,15,3,Medical,3,Male,72,3,1,Laboratory Technician,3,Married,2610.0,6233,1.0,No,12,3,1,2.0,5,2,2.0,2.0,2.0,2.0
19,1,Travel_Rarely,489,Human Resources,2,2,Technical Degree,1,Male,52,2,1,Human Resources,4,Single,2564.0,18437,1.0,No,12,3,0,1.0,3,4,1.0,0.0,0.0,0.0
32,0,Travel_Rarely,638,Research & Development,8,2,Medical,3,Female,91,4,2,Research Scientist,3,Married,5175.0,22162,5.0,No,12,3,1,9.0,3,2,5.0,3.0,1.0,3.0
50,0,Non-Travel,145,Sales,1,3,Life Sciences,4,Female,95,3,2,Sales Executive,3,Married,6347.0,24920,0.0,No,12,1,1,19.0,3,3,18.0,7.0,0.0,13.0
36,0,Non-Travel,217,Research & Development,18,4,Life Sciences,1,Male,78,3,2,Manufacturing Director,4,Single,7779.0,23238,2.0,No,20,1,0,18.0,0,3,11.0,9.0,0.0,9.0
44,0,Travel_Rarely,1099,Sales,5,3,Marketing,2,Male,88,3,5,Manager,2,Married,17490.875,8751,7.0,No,11,3,1,26.0,5,3,18.0,9.0,3.0,10.0
25,0,Travel_Rarely,810,Sales,8,3,Life Sciences,4,Male,57,4,2,Sales Executive,2,Married,4851.0,15678,0.0,No,22,3,1,4.0,4,3,3.0,2.0,1.0,2.0
33,0,Travel_Rarely,461,Research & Development,13,1,Life Sciences,2,Female,53,3,1,Research Scientist,4,Single,3452.0,17241,3.0,No,18,1,0,5.0,4,3,3.0,2.0,0.0,2.0
27,0,Travel_Rarely,1103,Research & Development,14,3,Life Sciences,1,Male,42,3,1,Research Scientist,1,Married,2235.0,14377,1.0,Yes,14,4,2,9.0,3,2,9.0,7.0,6.0,8.0
29,0,Travel_Rarely,718,Research & Development,8,1,Medical,2,Male,79,2,2,Manufacturing Director,4,Married,5056.0,17689,1.0,Yes,15,3,1,10.0,2,2,10.0,7.0,1.0,2.0
50,0,Travel_Rarely,328,Research & Development,1,3,Medical,3,Male,86,2,1,Laboratory Technician,3,Married,3690.0,3425,2.0,No,15,4,1,5.0,2,2,3.0,2.0,0.0,2.0
25,0,Travel_Rarely,266,Research & Development,1,3,Medical,4,Female,40,3,1,Research Scientist,2,Single,2096.0,18830,1.0,No,18,4,0,2.0,3,2,2.0,2.0,2.0,1.0
35,0,Travel_Rarely,528,Human Resources,8,4,Technical Degree,3,Male,100,3,1,Human Resources,3,Single,4323.0,7108,1.0,No,17,2,0,6.0,2,1,5.0,4.0,1.0,4.0
33,1,Travel_Rarely,350,Sales,5,3,Marketing,4,Female,34,3,1,Sales Representative,3,Single,2851.0,9150,1.0,Yes,13,2,0,1.0,2,3,1.0,0.0,0.0,0.0
57,0,Travel_Rarely,210,Sales,29,3,Marketing,1,Male,56,2,4,Manager,4,Divorced,14118.0,22102,3.0,No,12,3,1,31.0,3,2,1.0,0.0,0.0,0.0
39,1,Travel_Rarely,895,Sales,5,3,Technical Degree,4,Male,56,3,2,Sales Representative,4,Married,2086.0,3335,3.0,No,14,3,1,19.0,6,4,1.0,0.0,0.0,0.0
20,1,Travel_Frequently,769,Sales,9,3,Marketing,4,Female,54,3,1,Sales Representative,4,Single,2323.0,17205,1.0,Yes,14,2,0,2.0,3,3,2.0,2.0,0.0,2.0
58,0,Non-Travel,390,Research & Development,1,4,Life Sciences,4,Male,32,1,2,Healthcare Representative,3,Divorced,5660.0,17056,2.0,Yes,13,4,1,12.0,2,3,5.0,3.0,1.0,2.0
51,0,Travel_Rarely,1302,Research & Development,2,3,Medical,4,Male,84,1,2,Manufacturing Director,2,Divorced,5482.0,16321,5.0,No,18,4,1,13.0,3,3,4.0,1.0,1.0,2.0
33,0,Travel_Rarely,922,Research & Development,1,5,Medical,1,Female,95,4,4,Research Director,3,Divorced,16184.0,22578,4.0,No,19,3,1,10.0,2,3,6.0,1.0,0.0,5.0
38,0,Travel_Rarely,130,Sales,2,2,Marketing,4,Male,32,3,3,Sales Executive,2,Single,7351.0,20619,7.0,No,16,3,0,10.0,2,3,1.0,0.0,0.0,0.0
37,0,Non-Travel,728,Research & Development,1,4,Medical,1,Female,80,3,3,Research Director,4,Divorced,13603.0,11677,2.0,Yes,18,1,2,15.0,2,3,5.0,2.0,0.0,2.0
37,0,Travel_Rarely,408,Research & Development,19,2,Life Sciences,2,Male,73,3,1,Research Scientist,2,Married,3022.0,10227,4.0,No,21,1,0,8.0,1,3,1.0,0.0,0.0,0.0
33,1,Travel_Rarely,465,Research & Development,2,2,Life Sciences,1,Female,39,3,1,Laboratory Technician,1,Married,2707.0,21509,7.0,No,20,1,0,13.0,3,4,9.0,7.0,1.0,7.0
39,0,Travel_Rarely,524,Research & Development,18,2,Life Sciences,1,Male,32,3,2,Manufacturing Director,3,Single,4534.0,13352,0.0,No,11,1,0,9.0,6,3,8.0,7.0,1.0,7.0
22,1,Travel_Frequently,1368,Research & Development,4,1,Technical Degree,3,Male,99,2,1,Laboratory Technician,3,Single,3894.0,9129,5.0,No,16,3,0,4.0,3,3,2.0,2.0,1.0,2.0
52,0,Travel_Rarely,1325,Research & Development,11,4,Life Sciences,4,Female,82,3,2,Laboratory Technician,3,Married,3149.0,21821,8.0,No,20,2,1,9.0,3,3,5.0,2.0,1.0,4.0
40,0,Travel_Rarely,1492,Research & Development,20,4,Technical Degree,1,Male,61,3,3,Healthcare Representative,4,Married,10322.0,26542,4.0,No,20,4,1,14.0,6,3,11.0,10.0,7.5,1.0
